N,P,K,temperature,humidity,ph,rainfall,label
121.94450481659158,48.87188489558983,24.66775794741176,23.95744678069459,73.42379987949853,5.307581344439708,60.77625270563049,cotton
5.785217661074882,125.62082866325422,195.93205713887798,23.10625124470632,99.36981035077197,5.376566432983327,114.11648463560856,apple
23.347894654017512,43.19699659879865,21.515108504487245,32.7700583734839,80.28022674006816,6.999743634132827,41.581916191310405,mungbean
100.0,41.0,22.0,22.4204752,84.55794703,7.318802162000001,93.46595573,cotton
20.764510658948645,9.458054918580896,41.78411634877734,25.48566728560615,97.28389373625488,5.444700197227516,101.78820197525437,pomegranate
84.52076033261632,38.860527274262786,36.91341900230296,26.160615555325776,92.33139764094886,8.064007658523483,248.04577725929641,rice
1.1552406544550478,26.9558525878602,28.65335963975491,29.3641321641829,49.13454135862803,5.968766768339082,88.39525863304856,mango
88.84244077917258,23.745266526574447,49.372031903894545,30.117284452010416,96.5576244459472,6.508658480847877,20.64657591355766,muskmelon
38.88161745929369,15.723969663379538,37.051024805623,23.480408923326348,102.41984063967249,7.314733799479857,114.00834464516227,pomegranate
29.81313071207161,62.858051814001286,14.65316734008135,27.835894946663686,88.89308812293132,6.600499239381971,56.027050784371184,mungbean
103.0359853687737,15.32625888069391,49.1775564560679,31.117884299247653,100.36054294499641,6.476030921052544,28.60407056885509,muskmelon
125.463996097895,23.423259970371237,47.77915305225569,29.72848605234628,91.2417108200002,6.934789909280651,23.761556787169912,muskmelon
20.0,72.0,15.0,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
12.587273450158744,63.25350511732535,20.181932172023707,29.644662682956675,33.87130609745677,5.860238657231654,165.56661859358616,pigeonpeas
17.499216209404935,7.713190248092371,7.547230887613403,21.543440577300608,96.61866528643564,6.109620982403988,107.66779240931393,orange
8.781864002842635,61.173085196994286,19.035212205390522,30.822035741636093,35.67572339072085,6.013510641459933,188.5410755967237,pigeonpeas
123.58242170443765,51.04485514864963,19.669285193743264,23.76113996095867,73.30174939330364,6.413169920056846,80.67606324952854,cotton
82.3878700478021,9.78464913381113,48.89710262474397,29.99184537418908,92.5923278070499,6.131216255007499,32.41345693356407,muskmelon
28.318462238377776,156.70118229873708,198.73855152141485,8.910591835006526,86.11645501695047,5.551784114189364,67.15406018529897,grapes
105.76455096705511,30.667925777878875,44.59350154741478,24.325180270259214,86.63713712044135,6.8421747717736885,49.42265391552691,watermelon
30.337459452161458,133.9610269627842,174.3919346858817,11.789330527677889,72.63782547844882,5.780491017296975,60.25646406473628,grapes
97.46811170676126,47.32362993209248,15.893099240236507,21.08244301383248,76.25989172444599,7.170958446883216,70.82733987301353,cotton
103.08816683884851,94.01568769225587,46.504536475676346,30.068807253996255,84.50974252304341,6.583017677713249,102.26793101636831,banana
62.29256131490071,40.73941509159756,19.764535763065883,19.885687516136198,54.13809488830096,6.513036250338393,84.93823863857565,maize
26.615147453639537,28.313713836137257,10.709814343011528,17.3285219314334,87.97737961028731,7.488381014685677,115.84325628200972,orange
23.910217290219617,52.66988140299207,20.69855683130443,31.303701407335296,61.68724537866596,6.972442640376361,72.45228833373643,blackgram
83.39538364898148,30.317794761388246,25.524417821356796,29.567336958707518,64.24943114512175,6.706435157386419,128.3570803766479,coffee
16.319037853399607,135.26458290306326,185.84003712166182,12.704507574035746,87.87007963936878,5.21295690099953,63.823531540030295,grapes
75.0,38.0,39.0,23.44676801,84.79352417,6.215109715,283.9338466,rice
15.811332298271669,57.07947365139674,18.315375540973374,38.97297898815046,61.24762335218075,6.530042611950959,116.71400153839522,pigeonpeas
107.5120176357266,19.87848619240148,58.784609250009346,34.3649685475232,106.06732609781956,5.596538784191662,22.248454709748493,muskmelon
58.14267608378416,71.4621728063954,77.08411961179421,19.714236669715707,16.42462691762958,7.36289692426523,85.77188276967986,chickpea
127.19102252366247,20.453241985943542,50.12829535075604,30.175712004266792,85.62558343655374,6.812476952003858,21.421186298089705,muskmelon
42.19295329408394,61.25005529654518,16.948098291667588,26.05966593384941,72.94936497773833,5.8393476849415125,78.70495081134783,blackgram
